1037965,19557032,2012-10-17,5,770.000,洛阳,2012-10-23
1039436,19328154,2012-09-08,3,3000.000,三亚,2012-10-25
1039748,764251,2012-09-01,2,300.000,重庆,2012-10-25
1040144,217448,2010-10-15,5,2000.000,额济纳旗,2012-10-26
1041430,17057725,2012-09-15,9,1800.000,贵州,2012-10-27
1041486,764251,2012-09-02,2,300.000,成都,2012-10-27
1042471,19551855,2012-08-12,3,600.000,长白山,2012-10-28
1042505,17473101,2012-10-19,3,800.000,光雾山,2012-10-28
1043663,17252994,2012-01-23,8,10000.000,巴厘岛,2012-10-29
1043886,17477183,2012-09-30,5,2000.000,伊春,2012-10-30
1044180,17496424,2012-10-26,0,50.000,箭扣长城,2012-10-30
1044840,16017828,2012-10-24,3,245.000,武义,2012-10-30
1045447,17239410,2012-10-30,1,0.000,红螺寺,2012-10-31
1045625,799727,2012-08-12,1,200.000,郑州,2012-10-31
1046815,764251,2012-09-04,5,3500.000,丽江,2012-11-01
1047329,17152962,2010-07-08,60,0.000,欧洲,2012-11-02
1048719,16017828,2010-10-18,7,14800.000,澳大利亚,2012-11-04
1048757,17496424,2012-10-06,6,2270.000,黄山,2012-11-04
1049063,337611,2012-10-04,9,0.000,清迈,2012-11-04
1049234,764251,2012-09-09,7,3300.000,尼泊尔,2012-11-05
1049441,189460,2012-11-03,2,0.000,永州,2012-11-05
1050860,2457586,2012-10-16,9,2500.000,西安,2012-11-06
1051692,2457586,2012-10-16,9,2500.000,西安,2012-11-07
1053737,764251,2012-09-16,5,2500.000,西藏,2012-11-10
1053808,17053471,2013-10-14,3,4000.000,欧洲,2012-11-10
1054567,19328154,2011-09-03,6,2000.000,云南,2012-11-11
1056014,17053471,2012-10-15,2,2000.000,瑞士,2012-11-12
1056989,764251,2012-09-20,3,1200.000,青海,2012-11-13
1057167,487989,2012-11-11,2,300.000,福州,2012-11-14
1057201,799727,2012-08-05,2,450.000,开封,2012-11-14
1058645,17192660,2012-09-16,30,15000.000,尼泊尔,2012-11-16
1058759,19234519,2014-05-05,3,555.000,成都,2012-11-16
1061325,19572939,2012-11-15,2,700.000,武当山,2012-11-19
1061550,799727,2012-08-20,1,0.000,壶口瀑布,2012-11-19
1062947,16017828,2012-10-16,3,299.000,皖南,2012-11-20
1064948,17563593,2011-07-16,3,0.000,敦煌,2012-11-23
1065044,17140763,2012-10-03,4,0.000,烟台,2012-11-23
1065406,19088611,2012-09-04,20,0.000,五大连池,2012-11-23
1065670,17053471,2012-10-21,2,2000.000,奥地利,2012-11-23
1066454,17563593,2011-11-19,1,0.000,张掖,2012-11-25
1067336,434572,2012-11-24,1,60.000,司马台长城,2012-11-26
1067359,575593,2012-11-05,10,3000.000,临汾,2012-11-26
1067445,19088611,2012-09-05,20,0.000,黑龙江,2012-11-26
1067721,19088611,2012-09-05,20,0.000,同江,2012-11-26
1068230,575593,2012-10-22,5,1000.000,南京,2012-11-27
1068451,575593,2012-08-24,5,1000.000,瘦西湖,2012-11-27
1068505,19088611,2012-09-05,20,0.000,抚远,2012-11-27
1068667,799727,2012-08-02,2,260.000,平遥,2012-11-27
1069260,575593,2012-07-27,2,600.000,武当山,2012-11-28
1069726,17563593,2012-07-11,1,0.000,兰州,2012-11-28
1070457,19088611,2012-09-04,20,0.000,镜泊湖,2012-11-29
1070885,17052720,2012-10-16,9,1000.000,大理,2012-11-30
1070984,19088611,2012-09-05,1,0.000,长白山,2012-11-30
1071765,19088611,2012-09-05,20,0.000,抚顺,2012-12-01
1072179,17132728,2012-10-16,3,600.000,华山,2012-12-01
1072278,245503,2012-11-17,9,4000.000,云南,2012-12-02
1072528,17563593,2010-09-01,10,0.000,张掖,2012-12-02
1072599,19088611,2012-09-05,20,3100.000,黑龙江,2012-12-02
1072799,311594,2012-08-04,1,0.000,上海,2012-12-02
1072851,311594,2012-08-12,1,0.000,上海,2012-12-02
1073049,799727,2012-08-08,1,0.000,王家大院,2012-12-03
1073800,17274101,2012-01-08,1,50.000,赵县,2012-12-03
1073988,17251242,2012-11-03,4,0.000,九寨沟,2012-12-03
1074091,17251242,2012-11-06,1,0.000,牟尼沟,2012-12-04
1074373,940322,2012-11-19,1,0.000,北京,2012-12-04
1074567,575593,2012-11-05,0,3000.000,运城,2012-12-04
1075136,575593,2012-11-05,10,3000.000,运城,2012-12-05
1075387,1016289,2012-02-20,1,0.000,庐山,2012-12-05
1075411,17253671,2012-05-17,1,80.000,黄花城,2012-12-05
1075705,575593,2012-11-05,10,3000.000,运城,2012-12-06
1076024,575593,2011-09-12,7,2300.000,平遥,2012-12-06
1076062,17553951,2012-09-06,8,1000.000,色达,2012-12-06
1076349,17563593,2012-07-12,3,0.000,青海,2012-12-07
1076738,491777,2012-10-20,1,130.000,藏山,2012-12-07
1077671,17569422,2012-04-03,3,1100.000,平遥,2012-12-08
1078877,189460,2012-12-07,3,0.000,全州,2012-12-10
1079058,16017828,2011-04-12,8,4800.000,台湾,2012-12-10
1079395,17402193,2012-09-09,1,350.000,华山,2012-12-11
1079449,799727,2012-08-06,1,0.000,太原,2012-12-11
1080099,17427009,2013-10-15,8,2000.000,西昌,2012-12-12
1080190,471122,2012-09-27,12,5000.000,敦煌,2012-12-12
1080315,575593,2011-09-12,7,2300.000,云冈石窟,2012-12-12
1080355,491777,2012-10-27,1,30.000,石家庄,2012-12-12
1080944,766348,2012-12-11,3,3000.000,厦门,2012-12-13
1081603,799727,2013-08-30,2,0.000,大同,2012-12-14
1081691,495656,2012-11-03,2,1200.000,加利福尼亚,2012-12-14
1081933,766348,2012-12-14,3,4000.000,三明,2012-12-14
1081941,493291,2011-08-10,6,2000.000,内蒙古,2012-12-14
1083024,17140763,2012-11-13,6,4400.000,越南,2012-12-16
1083116,17563593,2012-07-16,8,0.000,北京,2012-12-16
1083547,17496424,2012-12-04,4,1800.000,临沧,2012-12-16
1086126,940322,2012-12-12,4,0.000,长白山,2012-12-19
1086188,17496424,2012-12-07,2,350.000,大理,2012-12-19
1086611,17567584,2012-12-14,4,1500.000,鼓浪屿,2012-12-20
1086878,17563593,2012-08-19,2,0.000,北京,2012-12-20
1087144,575593,2012-11-05,10,3000.000,运城,2012-12-21
1087837,766348,2012-12-21,3,3000.000,福州,2012-12-22
1087894,17413934,2012-06-08,6,4500.000,韩国,2012-12-22
1087941,19088611,2012-12-22,1,0.000,故宫,2012-12-22
1088004,441514,2012-11-11,15,3000.000,鼓浪屿,2012-12-22
1088713,366605,2010-12-25,5,2500.000,绍兴,2012-12-23
1090046,19423611,2012-09-15,15,3000.000,川藏南线,2012-12-25
1090146,466791,2012-12-03,5,6000.000,普吉岛,2012-12-25
1090325,17496424,2012-12-10,1,50.000,恩施,2012-12-25
1090363,19551855,2012-12-23,1,100.000,雪谷,2012-12-25
1090493,19005883,2012-12-02,5,5000.000,胡志明市,2012-12-26
1090511,575593,2011-09-12,7,2300.000,晋祠,2012-12-26
1090530,19005883,2012-11-20,6,5000.000,岘港,2012-12-26
1090653,17563593,2012-07-18,2,0.000,国家博物馆,2012-12-26
1092570,575593,2011-09-12,7,2300.000,太原,2012-12-27
1092712,575593,2011-09-12,7,2300.000,平遥,2012-12-27
1093023,17496424,2012-12-12,1,180.000,宜昌,2012-12-27
1093316,17053471,2012-12-14,3,600.000,潮州,2012-12-28
1093637,17628666,2012-11-06,5,1500.000,张家界,2012-12-28
1093978,17496424,2012-12-12,1,0.000,南阳,2012-12-29
1094459,311594,2012-09-22,2,0.000,南京,2012-12-30
1095084,575593,2011-09-12,7,2300.000,大同,2012-12-30
1095712,17274101,2012-12-30,50,5000.000,千岛湖,2012-12-31
1095759,17094857,2012-11-01,9,3000.000,厦门,2012-12-31
1096266,5527297,2010-05-17,2,0.000,塞舌尔,2013-01-01
1096627,19088611,2012-05-13,14,0.000,美国,2013-01-02
1097190,17274101,2013-01-02,7,500.000,山东,2013-01-02
1097200,17251242,2012-07-13,3,0.000,香格里拉,2013-01-02
1097617,17053471,2012-12-19,2,600.000,泉州,2013-01-03
1097628,19088611,2012-05-22,14,0.000,科罗拉多大峡谷,2013-01-03
1097636,19088611,2012-05-22,14,0.000,圣地亚哥,2013-01-03
1097940,10564756,2012-12-04,6,15000.000,美露丽芙岛,2013-01-03
1098026,17567584,2012-12-31,2,0.000,香港,2013-01-03
1098070,224778,2013-01-01,0,100.000,爨底下,2013-01-03
1098188,17251242,2012-05-22,2,0.000,徐州,2013-01-04
1098408,17413934,2013-01-01,4,3500.000,长白山,2013-01-04
1098411,802341,2012-12-30,5,800.000,洛阳,2013-01-04
1098849,9950683,2012-12-30,1,0.000,首钢,2013-01-04
1098868,17057725,2012-12-31,1,300.000,衡山,2013-01-04
1098982,940322,2012-12-30,1,400.000,西塘,2013-01-04
1099749,16017828,2010-03-25,5,1200.000,张家界,2013-01-05
1099936,17251242,2012-05-21,5,0.000,徐州,2013-01-06
1100496,799727,2012-08-15,2,450.000,呼和浩特,2013-01-06
1101079,17614508,2013-01-07,0,0.000,首钢,2013-01-07
1101168,5483074,2012-12-28,5,0.000,台湾,2013-01-07
1101448,17251242,2012-04-29,2,0.000,无锡,2013-01-07
1102553,575593,2012-11-27,1,2.000,荆州,2013-01-08
1102610,853843,2013-12-29,1,0.000,福州,2013-01-08
1102747,799727,2012-07-15,2,0.000,库布齐沙漠,2013-01-08
1103386,5203196,2013-01-01,5,4000.000,贵州,2013-01-09
1103413,575593,2012-11-05,10,3000.000,运城,2013-01-09
1103419,17053471,2012-12-21,2,1000.000,梅州,2013-01-09
1103429,799727,2012-08-20,2,0.000,锡林郭勒,2013-01-09
1104217,799727,2012-08-07,2,400.000,镇远,2013-01-10
1104378,17287888,2011-11-16,5,5000.000,三亚,2013-01-10
1104637,799727,2012-04-10,2,450.000,梵净山,2013-01-11
1105290,17287888,2012-06-26,8,12000.000,塞舌尔,2013-01-12
1105429,540454,2012-12-30,8,6600.000,清迈,2013-01-12
1106838,575593,2012-11-05,10,3000.000,运城,2013-01-14
1107255,17287888,2012-12-10,5,6000.000,济州岛,2013-01-14
1107365,799727,2012-10-01,1,0.000,香格里拉,2013-01-14
1107415,853843,2012-12-31,4,2000.000,鼓浪屿,2013-01-14
1108699,1089414,2009-09-27,3,430.000,峨眉山,2013-01-16
1108705,575593,2012-11-05,10,3000.000,运城,2013-01-16
1108801,692165,2012-09-01,2,500.000,塞里岛,2013-01-16
1108894,766348,2013-01-11,3,3000.000,和顺,2013-01-16
1109149,17287888,2011-10-21,3,3500.000,青海湖,2013-01-17
1109301,575593,2012-11-05,10,3000.000,临汾,2013-01-17
1109820,17053471,2012-12-22,2,2000.000,河源,2013-01-17
1110164,799727,2012-10-02,2,0.000,稻城,2013-01-18
1110584,17101759,2011-05-24,3,0.000,西双版纳,2013-01-18
1110833,766348,2013-01-13,3,2000.000,成都,2013-01-19
1111211,17274101,2013-01-10,3,500.000,杨柳青,2013-01-19
1112051,766348,2013-01-09,1,100.000,重庆,2013-01-21
1112279,575593,2012-11-05,10,3000.000,临汾,2013-01-21
1113119,766348,2013-01-20,3,3000.000,昆明,2013-01-22
1113282,936164,2012-01-18,4,1500.000,青岛,2013-01-22
1114905,799727,2012-10-05,2,430.000,泸沽湖,2013-01-24
1114966,5336359,2012-08-30,5,1000.000,大理,2013-01-24
1115132,766552,2013-01-05,4,2900.000,暹粒,2013-01-24
1116060,17251242,2012-04-12,2,0.000,贵阳,2013-01-25
1116328,17251242,2012-01-02,3,0.000,抚仙湖,2013-01-26
1116513,189282,2012-11-25,8,4000.000,云南,2013-01-26
1117511,843158,2014-07-17,1,0.000,山西,2013-01-28
1117749,17414744,2012-05-21,8,12000.000,塞舌尔,2013-01-28
1117793,17414744,2012-10-03,3,1000.000,象山,2013-01-28
1118384,799727,2012-10-06,2,600.000,丽江,2013-01-29
1118601,766348,2013-01-23,1,0.000,沈阳,2013-01-29
1119024,5094364,2012-12-28,4,1500.000,丽江,2013-01-29
1119031,791673,2013-01-23,2,86.000,赵公山,2013-01-29
1119648,940322,2012-12-29,4,2000.000,上海,2013-01-30
1119844,10316338,2010-05-18,1,0.000,沈阳,2013-01-31
1120313,799727,2012-10-10,2,400.000,额济纳旗,2013-01-31
1121908,17315163,2013-01-19,9,30000.000,澳大利亚,2013-02-02
1123628,799727,2012-10-17,2,400.000,嘉峪关,2013-02-04
1123733,185898,2011-02-01,16,12000.000,土耳其,2013-02-05
1124452,5501973,2013-01-23,10,17000.000,塞舌尔,2013-02-05
1125291,17251242,2011-08-07,6,0.000,巴厘岛,2013-02-07
1127113,11024799,2012-07-28,30,0.000,威斯巴登,2013-02-10
1127437,5598163,2013-02-04,5,1000.000,厦门,2013-02-11
1127906,17274101,2013-02-11,10,500.000,山东,2013-02-11
1128356,19745094,2012-11-10,2,400.000,肇庆,2013-02-12
1129352,490335,2013-02-08,6,3800.000,长滩岛,2013-02-14
1130120,107507,2013-02-01,2,300.000,蔚县,2013-02-15
1130165,738093,2013-02-10,3,1100.000,平遥,2013-02-15
1130482,799727,2012-10-15,2,750.000,巴丹吉林,2013-02-16
1131165,19424797,2013-02-16,1,60.000,重庆,2013-02-16
1132172,5488233,2013-02-15,0,300.000,周村,2013-02-17
1132544,799727,2012-10-25,2,350.000,黄河石林,2013-02-18
1133263,799727,2012-10-25,1,230.000,麦积山,2013-02-18
1133576,624428,2013-02-03,3,6000.000,清迈,2013-02-19
1133749,9950683,2013-01-26,2,600.000,蔚县,2013-02-19
1133975,17465397,2012-02-04,4,650.000,牛背山,2013-02-19
1134088,5547947,2013-02-21,13,4880.000,马来西亚,2013-02-19
1134485,19043671,2013-02-19,2,300.000,苏州,2013-02-19
1134560,830821,2013-02-10,7,3100.000,越南,2013-02-19
1135936,17140763,2013-02-07,1,150.000,南昌,2013-02-21
1136794,766552,2013-01-09,4,2000.000,曼谷,2013-02-21
1136863,5203196,2013-02-01,2,2000.000,川西,2013-02-21
1137577,540454,2013-02-08,8,13000.000,意大利,2013-02-22
1138543,876358,2013-02-07,6,0.000,亚庇,2013-02-23
1138944,17686005,2014-01-17,10,0.000,广州,2013-02-24
1139300,366605,2013-02-11,1,50.000,甪直,2013-02-24
1140094,5094364,2013-02-02,6,0.000,台湾,2013-02-25
1141076,17473101,2013-02-09,0,1500.000,九寨沟,2013-02-26
1141966,17053471,2013-02-10,9,13000.000,尼泊尔,2013-02-27
1143733,17140763,2013-02-08,3,0.000,井冈山,2013-03-01
1144257,17713592,2012-11-22,13,9000.000,缅甸,2013-03-01
1144633,9950683,2013-01-24,1,0.000,京西古道,2013-03-02
1144878,5600449,2013-03-02,0,0.000,天平山,2013-03-02
1145633,107507,2008-03-02,7,0.000,印度,2013-03-03
1145645,17268682,2013-02-22,9,4500.000,丽江,2013-03-03
1145730,19424797,2012-10-20,1,300.000,大足石刻,2013-03-03
1146674,17563593,2012-07-11,1,0.000,兰州,2013-03-04
1147037,16023230,2013-02-01,28,6500.000,印度,2013-03-05
1150398,5453695,2013-02-09,7,5000.000,台北,2013-03-08
1150870,17707974,2012-10-01,0,1300.000,嵊泗,2013-03-09
1151315,217868,2013-03-23,2,0.000,丹霞山,2013-03-09
1151344,17563593,2013-01-13,2,0.000,西安,2013-03-09
1151582,185898,2011-07-28,3,2000.000,阿尔卑斯山,2013-03-10
1151682,17140763,2013-02-11,2,0.000,瑞金,2013-03-10
1151886,864289,2013-02-17,8,10000.000,香港,2013-03-10
1152319,636229,2013-02-15,7,3800.000,象岛,2013-03-10
1153426,5488371,2012-11-02,8,1000.000,香格里拉,2013-03-11
1155319,10017787,2013-06-25,1,100.000,保定,2013-03-13
1155473,17274101,2013-02-13,1,200.000,烟墩角,2013-03-13
1155826,19641027,2013-02-16,4,1200.000,厦门,2013-03-14
1156165,936164,2013-02-28,4,3000.000,厦门,2013-03-14
1156939,17473101,2013-02-12,3,600.000,达古冰川,2013-03-15
1157526,314984,2012-12-03,24,10000.000,马来西亚,2013-03-15
1157667,130450,2012-09-07,9,10000.000,东川,2013-03-16
1158029,17053471,2013-03-05,3,900.000,赣州,2013-03-16
1158538,853843,2013-03-17,1,0.000,上海,2013-03-17
1158598,17140763,2013-02-13,1,0.000,南昌,2013-03-17
1161471,17728099,2012-08-16,10,1000.000,厦门,2013-03-19
1162544,575593,2012-11-05,10,3000.000,长治,2013-03-20
1163167,17152962,2013-02-11,19,20000.000,澳大利亚,2013-03-21
1164082,830821,2013-03-16,2,0.000,苏州,2013-03-22
1164169,575593,2012-11-05,10,3000.000,长治,2013-03-22
1164999,17648988,2012-04-24,1,300.000,洛阳,2013-03-22
1165093,495656,2011-05-08,14,15000.000,秘鲁,2013-03-23
1165909,5517027,2013-02-06,5,3500.000,槟城,2013-03-24
1166301,575593,2013-03-24,1,10.000,武汉,2013-03-24
1166693,5216149,2013-03-09,7,3000.000,云南,2013-03-24
1167760,5350826,2012-02-14,9,15000.000,斐济,2013-03-25
1168103,19043671,2012-05-19,2,600.000,苏州,2013-03-25
1168199,495656,2011-05-08,14,15000.000,秘鲁,2013-03-26
1168216,495656,2011-05-08,14,15000.000,马丘比丘,2013-03-26
1168456,830821,2013-03-17,2,0.000,南京,2013-03-26
1169082,575593,2012-11-05,10,3000.000,临汾,2013-03-26
1169179,17569422,2012-09-30,7,1200.000,山东,2013-03-26
1169793,507488,2013-02-11,7,2500.000,厦门,2013-03-27
1170223,19880174,2013-10-02,3,600.000,峨眉山,2013-03-27
1170263,766552,2013-01-13,6,5000.000,清迈,2013-03-27
1170386,130450,2013-03-30,1,30.000,台湾,2013-03-27
1170491,495656,2011-05-08,14,15000.000,马丘比丘,2013-03-28
1170502,495656,2011-05-08,14,15000.000,秘鲁,2013-03-28
1170585,575593,2013-03-13,1,2.000,武汉,2013-03-28
1170824,485021,2012-12-13,6,7000.000,香港,2013-03-28
1171045,817759,2013-02-15,1,40.000,熊猫基地,2013-03-28
1172167,19133517,2013-03-20,7,1000.000,南京,2013-03-29
1172374,17722873,2013-03-24,3,0.000,芽庄,2013-03-29
1172668,5661040,2013-03-18,7,0.000,庐山,2013-03-29
1172765,495656,2011-05-09,14,0.000,秘鲁,2013-03-30
1172768,495656,2011-05-09,14,0.000,秘鲁,2013-03-30
1172939,495656,2011-05-09,14,0.000,秘鲁,2013-03-30
1173304,692165,2013-02-03,4,2000.000,首尔,2013-03-30
1174285,10316338,2013-03-19,1,0.000,武汉,2013-03-31
1174573,430351,2012-09-30,2,480.000,镇远,2013-03-31
1174585,10316338,2013-03-23,1,0.000,天津,2013-03-31
1174631,17287888,2014-03-12,5,4000.000,鼓浪屿,2013-04-01
1174663,10316338,2013-03-17,1,0.000,沈阳,2013-04-01
1175058,16017828,2013-02-27,5,3100.000,泰国,2013-04-01
1175526,5161664,2013-03-09,8,3700.000,杭州,2013-04-01
1175687,5488371,2013-01-05,3,2300.000,成都,2013-04-01
1175782,495656,2011-05-08,14,15000.000,秘鲁,2013-04-02
1175788,495656,2011-05-09,14,0.000,阿雷基帕,2013-04-02
1175805,495656,2011-05-09,14,0.000,纳斯卡,2013-04-02
1175807,495656,2011-05-09,14,0.000,秘鲁,2013-04-02
1175808,495656,2011-05-09,14,0.000,利马,2013-04-02
1176108,441514,2013-04-01,15,5000.000,曼谷,2013-04-02
1176207,160715,2013-03-17,7,4000.000,缅甸,2013-04-02
1177800,332392,2013-03-23,8,4000.000,双廊,2013-04-03
1177981,19631218,2013-03-31,3,500.000,峨眉山,2013-04-04
1178390,491777,2013-03-30,1,0.000,石家庄,2013-04-04
1178484,17413934,2013-03-27,0,7000.000,塞班岛,2013-04-04
1178761,1211607,2013-03-23,3,1200.000,武汉,2013-04-04
1179012,19424797,2012-08-12,7,3000.000,桂林,2013-04-05
1179145,19424797,2012-08-12,7,3000.000,桂林,2013-04-05
1179374,13005902,2012-03-10,14,13000.000,西班牙,2013-04-05
1179467,17728099,2013-03-23,10,1000.000,云南,2013-04-05
1179864,10428647,2013-04-06,1,500.000,西塘,2013-04-06
1181649,17585526,2013-04-06,2,280.000,熊猫基地,2013-04-06
1181819,17585526,2013-04-05,2,280.000,平乐古镇,2013-04-06
1181905,5203196,2013-03-28,3,4000.000,无锡,2013-04-06
1181990,17563593,2013-03-19,1,0.000,荆州,2013-04-06
1182013,1073938,2013-03-14,6,0.000,四川,2013-04-06
1185664,10316338,2013-04-06,1,0.000,武汉,2013-04-07
1185810,5169294,2013-04-04,3,1000.000,桂林,2013-04-07
1186128,17567584,2013-03-30,8,4500.000,云南,2013-04-07
1186249,330503,2013-03-25,5,1200.000,威海,2013-04-08
1191551,19424797,2011-07-28,7,4000.000,三亚,2013-04-08
1192089,19424797,2011-07-29,7,4000.000,三亚,2013-04-08
1230475,17274101,2013-04-02,2,500.000,郭亮,2013-04-09
1232271,10017787,2013-02-13,2,200.000,邯郸,2013-04-10
1233109,471122,2013-02-10,15,5000.000,大理,2013-04-10
1233493,1006180,2013-04-03,3,1500.000,兴化,2013-04-10
1233878,17407560,2013-02-17,2,350.000,河源,2013-04-10
1235216,17274101,2011-12-10,7,3000.000,涠洲岛,2013-04-11
1236240,19424797,2012-11-18,1,40.000,重庆,2013-04-12
1236259,158453,2013-04-04,4,1800.000,鼓浪屿,2013-04-12
1236450,17786007,2007-02-18,4,1200.000,华山,2013-04-12
1237435,5055692,2013-04-13,1,0.000,潭柘寺,2013-04-14
1237437,485021,2013-03-30,10,5500.000,台湾,2013-04-14
1237487,1005997,2013-04-12,0,50.000,八达岭长城,2013-04-14
1237553,495656,2013-02-24,1,0.000,美国,2013-04-14
1239299,235188,2013-03-30,10,5000.000,沙巴,2013-04-15
1240236,759575,2013-04-02,2,2600.000,凤凰,2013-04-16
1240594,575593,2013-04-12,1,2.000,武汉,2013-04-16
1241216,17530049,2013-04-05,7,0.000,贵阳,2013-04-16
1241522,10316338,2013-04-16,1,0.000,武汉,2013-04-17
1242719,5094364,2012-05-01,5,3000.000,巴厘岛,2013-04-17
1242757,5373782,2013-04-27,2,300.000,柳江古镇,2013-04-18
1244868,17253671,2013-04-01,10,3000.000,加榜梯田,2013-04-19
1245162,10017787,2013-04-17,1,70.000,赵县,2013-04-19
1247151,17786007,2013-04-16,4,700.000,牛背山,2013-04-21
1249730,330503,2013-04-16,5,800.000,上海,2013-04-23
1250118,19770125,2013-03-22,5,5000.000,西双版纳,2013-04-23
1250361,17785542,2012-08-23,4,600.000,广州,2013-04-23
1250572,575593,2012-11-05,10,3000.000,长治,2013-04-23
1251395,17726576,2013-03-30,4,0.000,香港,2013-04-24
1253657,17569422,2013-04-03,3,800.000,郭亮,2013-04-26
1254499,19742185,2013-02-01,5,5000.000,泰国,2013-04-27
1255104,5661040,2013-04-21,1,130.000,保定,2013-04-27
1256256,55605334,2010-09-26,12,13000.000,西藏,2013-04-29
1257372,830821,2013-04-19,3,0.000,杭州,2013-04-30
1257689,17563593,2013-04-29,1,0.000,张掖,2013-04-30
1257854,490335,2013-04-19,12,12000.000,希腊,2013-05-01
1258036,17140763,2013-04-04,1,0.000,乔家大院,2013-05-01
1259168,16017828,2013-04-04,4,3600.000,济州岛,2013-05-02
1259804,17686174,2013-04-23,6,0.000,塞班岛,2013-05-02
1260815,173022,2013-04-28,4,2000.000,台儿庄,2013-05-03
1261349,19742185,2013-05-03,1,100.000,北京国际鲜花港,2013-05-04
1261458,19424797,2013-04-30,1,30.000,重庆,2013-05-04
1262209,17770612,2013-05-04,1,40.000,慕田峪长城,2013-05-05
1263483,791673,2013-04-12,5,1000.000,河南,2013-05-06
1264230,55605334,2012-08-02,3,2000.000,敦煌,2013-05-06
1264558,55605334,2010-09-23,5,2000.000,喀纳斯,2013-05-07
1264775,575593,2012-11-05,10,3000.000,长治,2013-05-07
1265185,571024,2013-05-01,3,1000.000,丽江,2013-05-07
1265646,1005997,2013-05-04,0,20.000,北京,2013-05-07
1265757,19552714,2013-01-01,0,500.000,北京,2013-05-08
1267290,759716,2013-04-12,0,8000.000,台湾,2013-05-08
1267516,17205145,2013-05-01,3,1500.000,大连,2013-05-08
1267844,17127971,2013-04-26,5,0.000,兰卡威,2013-05-09
1267903,17140763,2013-04-04,2,0.000,平遥,2013-05-09
